Date,SPY,TLT,IEF,GLD,VNQ,DBC
2018-12-12,221.3886,204.2597,134.6746,140.4115,130.3292,12.0262
2018-12-13,225.221,203.7147,134.4091,139.4549,133.2262,11.9099
2018-12-14,223.8409,203.4076,134.3405,139.9707,133.1765,11.7562
2018-12-17,221.5794,207.8868,135.434,142.5854,130.4686,11.9128
2018-12-18,225.7213,207.7087,135.2761,141.6866,134.9066,12.0728
2018-12-19,230.1162,206.0399,134.7524,140.9774,136.9655,12.3821
2018-12-20,228.0904,201.7154,133.9506,139.7988,133.0495,12.162
2018-12-21,225.3534,201.0071,133.6863,140.2698,130.6522,12.1293
2018-12-24,222.8448,202.1175,133.978,140.2013,128.5335,12.0804
2018-12-25,217.4506,202.1581,133.9187,142.7879,123.6199,11.8303
2018-12-26,216.4625,200.9826,133.7653,141.4962,121.5694,11.7441
2018-12-27,214.6596,201.1538,134.0594,141.5191,120.5429,11.4815
2018-12-28,218.4163,201.6564,134.5189,141.702,123.6577,11.5185
2018-12-31,218.7865,197.4529,133.4941,141.9921,122.2375,11.318
2019-01-01,225.2975,195.5542,133.1669,141.3718,126.8531,11.4568
2019-01-02,226.9346,196.1145,133.2245,140.6021,128.7163,11.6198
2019-01-03,224.1021,198.9549,133.8919,137.1594,127.465,11.4367
2019-01-04,226.8718,196.9841,133.3573,137.616,128.5819,11.5616
2019-01-07,224.0411,199.914,133.7824,137.738,125.2123,11.6412
2019-01-08,225.2426,199.1653,133.5303,137.1998,123.0928,11.6961
2019-01-09,226.6726,199.7062,133.5595,136.8594,124.8995,11.8048
2019-01-10,227.9627,199.1394,133.1676,138.6219,126.0776,11.8613
2019-01-11,227.58,199.9637,133.3505,134.3143,123.8203,11.7116
2019-01-14,228.9096,200.2828,133.4895,136.0614,124.6011,11.8823
2019-01-15,228.8346,197.1379,132.7815,135.6951,123.4453,11.8259
2019-01-16,227.9465,197.0477,132.8303,135.0562,122.6096,11.8262
2019-01-17,235.3358,196.3691,132.7195,135.8816,127.2987,12.0685
2019-01-18,233.6731,198.155,133.2375,137.1399,127.224,11.8124
2019-01-21,235.9763,197.6664,133.0736,136.6281,128.3794,11.8743
2019-01-22,235.9298,198.3673,133.3598,135.356,132.0075,11.9251
2019-01-23,241.135,200.2696,133.8052,134.2022,134.4463,11.9838
2019-01-24,240.3358,206.9837,135.275,134.143,134.7345,11.8964
2019-01-25,242.403,207.3624,135.4101,133.5313,134.8486,11.9902
2019-01-28,237.9696,208.125,135.5004,132.7449,131.058,11.917
2019-01-29,239.417,204.4422,134.6887,131.7187,131.0673,12.0347
2019-01-30,241.3435,208.4133,135.5017,132.3914,133.6066,11.9571
2019-01-31,240.9006,207.9488,135.4197,133.8296,133.6632,12.0871
2019-02-01,240.4747,208.3109,135.5852,134.6722,134.9713,11.8768
2019-02-04,240.6654,207.8984,135.5445,135.8493,136.2103,11.9531
2019-02-05,240.5087,208.9407,135.9416,135.1345,134.9285,11.8382
2019-02-06,240.9013,208.8006,135.9258,133.9755,133.5253,11.828
2019-02-07,241.3689,210.3662,136.2426,133.811,136.3701,11.6078
2019-02-08,240.0656,213.0704,137.0995,133.5854,137.5017,11.5038
2019-02-11,241.9119,212.7991,137.1243,131.8902,137.9263,11.4542
2019-02-12,240.7613,210.4679,136.4773,132.2493,134.4153,11.5965
2019-02-13,239.573,211.654,136.6288,131.6727,133.8387,10.926
2019-02-14,236.8121,213.4077,136.8493,131.822,132.9293,11.0034
2019-02-15,239.2066,219.0113,137.9345,133.957,133.5548,11.0268
2019-02-18,238.7492,217.8902,137.9458,133.9019,132.4787,10.9955
2019-02-19,235.7518,219.2014,138.271,134.3144,130.6895,10.9396
2019-02-20,236.3257,219.0582,138.473,134.3639,131.4587,10.8531
2019-02-21,233.5617,218.6165,138.3225,131.5437,129.4034,10.6692
2019-02-22,230.5333,219.9702,138.5784,131.6614,128.4412,10.6036
2019-02-25,236.7811,220.2192,138.6816,131.7391,132.7387,10.8329
2019-02-26,236.8633,220.3964,138.8461,131.5697,133.8908,10.7866
2019-02-27,238.4119,218.0976,138.2795,131.9317,134.0513,11.0034
2019-02-28,239.2812,217.0547,137.995,132.279,137.0517,11.0577
2019-03-01,238.0725,216.5815,137.8185,132.6698,137.2125,11.0963
2019-03-04,236.8448,217.7863,138.181,134.0273,137.3191,11.169
2019-03-05,236.9445,217.5347,138.1593,135.9805,136.9199,11.3112
2019-03-06,237.7592,217.4759,138.1877,134.8984,136.135,11.2055
2019-03-07,236.1876,219.0282,138.5293,133.7309,136.4673,11.1265
2019-03-08,236.4436,219.8878,138.9091,134.0945,137.0494,11.0637
2019-03-11,241.6266,218.9365,138.8077,137.0924,138.0607,11.1952
2019-03-12,233.9543,222.3083,139.7903,137.7481,134.5698,11.1079
2019-03-13,234.4772,222.6982,139.8347,138.9905,131.8749,11.1822
2019-03-14,233.3889,223.4721,140.0745,138.6851,130.6706,11.1284
2019-03-15,231.068,224.3749,140.2267,138.8413,130.1048,11.2619
2019-03-18,229.4149,225.5317,140.5981,138.4869,128.7004,11.2872
2019-03-19,230.4344,223.4125,140.3354,137.8044,129.6922,11.3196
2019-03-20,230.6276,223.3779,140.3107,136.5671,128.3361,11.6755
2019-03-21,229.4137,225.7106,140.7116,140.84,127.9937,11.748
2019-03-22,227.9379,225.4524,140.5053,140.6398,128.5979,11.7114
2019-03-25,224.7219,228.0168,141.198,141.1601,126.7722,11.7039
2019-03-26,224.3579,228.5252,141.2651,137.9477,124.1798,11.5435
2019-03-27,224.9174,227.6592,140.9947,137.2356,123.8594,11.5952
2019-03-28,224.5428,226.9536,140.5715,136.3262,126.681,11.6472
2019-03-29,223.0239,228.5507,140.8566,137.1256,127.3602,11.6386
2019-04-01,224.0904,227.1444,140.4244,138.7271,128.5383,11.6105
2019-04-02,224.3009,226.3269,140.463,140.2716,130.3619,11.6347
2019-04-03,225.4627,221.329,139.2568,140.5165,128.8335,11.6629
2019-04-04,226.6121,222.2601,139.098,140.9622,130.3459,11.5247
2019-04-05,224.1029,222.9212,139.1043,139.8512,130.0448,11.4614
2019-04-08,223.3773,221.9116,138.8498,140.6088,128.5854,11.5278
2019-04-09,222.3806,221.9376,138.9004,141.6843,127.7893,11.5704
2019-04-10,223.0882,220.7519,138.5982,142.2114,128.2052,11.5807
2019-04-11,223.529,221.2013,138.6944,142.393,128.459,11.4344
2019-04-12,223.0459,218.8192,138.1833,142.124,126.9931,11.4429
2019-04-15,225.0207,217.4603,137.6846,142.296,127.17,11.4292
2019-04-16,224.4207,218.7885,138.1364,139.6412,128.0751,11.2094
2019-04-17,228.3049,218.0299,137.9697,139.9086,129.7998,10.7469
2019-04-18,230.0406,219.9511,138.3289,141.897,131.1562,10.7237
2019-04-19,230.3739,218.8322,138.1041,142.7256,131.6453,10.6996
2019-04-22,226.9776,218.5904,138.0668,141.3447,130.1214,10.6417
2019-04-23,228.3305,219.0925,138.012,141.3044,131.2064,10.7442
2019-04-24,227.0077,218.0296,137.6967,140.6681,130.4949,10.7454
2019-04-25,228.3797,218.3782,137.7089,143.5161,132.899,10.8493
2019-04-26,230.6754,215.6377,136.9429,140.7649,132.7898,10.756
2019-04-29,232.0731,214.5367,136.7477,141.7882,132.6766,10.9543
2019-04-30,235.343,211.6304,136.0731,141.7984,131.4689,11.0885
2019-05-01,236.497,209.2407,135.5388,140.5721,131.817,11.0492
2019-05-02,240.9643,207.9772,134.9304,139.8569,133.2218,11.1096
2019-05-03,242.4329,208.107,134.9363,139.3683,134.2663,10.9497
2019-05-06,244.4047,204.0272,133.8118,137.8586,135.9208,10.8021
2019-05-07,242.2975,203.4378,133.6947,137.9629,134.9547,10.7213
2019-05-08,240.2441,204.7917,133.9745,137.7545,134.0631,10.7006
2019-05-09,242.8234,201.9297,133.0202,137.4,132.2871,10.6019
2019-05-10,244.2028,201.3309,133.0098,138.1337,133.2498,10.7352
2019-05-13,240.0489,203.6332,133.6682,139.3817,132.6571,10.628
2019-05-14,240.8612,202.633,133.9871,139.1375,132.1954,10.6742
2019-05-15,236.7121,201.3629,133.677,137.8211,130.1017,10.5652
2019-05-16,236.2236,200.6294,133.4086,139.2734,131.4435,10.6252
2019-05-17,236.0721,204.9215,134.5505,139.8762,130.7866,10.4913
2019-05-20,237.2195,207.1521,135.2777,139.6989,131.9774,10.6669
2019-05-21,240.557,206.8276,135.3323,140.4504,131.971,10.7288
2019-05-22,238.662,204.5882,134.7533,140.5892,129.1586,10.4652
2019-05-23,233.7699,206.9592,135.2142,138.2435,125.2345,10.2568
2019-05-24,229.2905,208.8078,135.7697,141.6328,122.8886,10.2398
2019-05-27,231.4254,208.6107,135.6871,140.3382,125.4599,10.1399
2019-05-28,230.8092,209.7409,135.9635,139.9002,125.8746,10.2108
2019-05-29,230.76,209.8782,136.1145,140.7578,125.1613,10.2355
2019-05-30,234.7745,209.8231,136.1345,142.2857,127.9767,10.366
2019-05-31,232.0372,208.86,136.2102,141.6463,126.3649,10.3862
2019-06-03,231.6018,208.5651,135.9813,138.8906,126.4453,10.2731
2019-06-04,235.8154,208.2964,135.8598,139.9498,129.0021,10.3703
2019-06-05,234.561,206.6289,135.4723,138.8602,126.4067,10.3924
2019-06-06,237.6277,204.9795,134.9709,138.7533,127.4707,10.5653
2019-06-07,239.3984,207.8734,135.6983,138.1722,128.2616,10.357
2019-06-10,233.3446,209.3103,135.949,137.0382,123.8796,10.2181
2019-06-11,233.2945,209.0827,135.7962,137.8128,123.4085,10.268
2019-06-12,234.2059,209.8759,136.1479,139.0729,124.0705,10.355
2019-06-13,235.4854,209.2535,136.5477,137.6238,125.5855,10.2541
2019-06-14,233.996,210.4109,136.8263,137.623,123.9843,10.3105
2019-06-17,233.762,212.8344,137.5431,137.655,124.3608,10.349
2019-06-18,231.7875,211.0236,137.3695,136.517,123.4059,10.2442
2019-06-19,234.5751,210.9428,137.6474,141.7209,125.9814,10.4169
2019-06-20,232.9656,211.597,137.7301,141.573,127.8059,10.1344
2019-06-21,234.3939,213.0223,138.1153,142.0744,128.5205,10.0862
2019-06-24,236.5521,211.2,137.6878,141.8591,124.9249,10.0943
2019-06-25,239.6141,208.489,137.0082,141.4838,125.7701,10.0824
2019-06-26,241.0579,205.9426,136.4984,141.7607,126.3036,10.0283
2019-06-27,238.8772,206.9403,136.8078,141.8879,125.4517,10.0353
2019-06-28,237.0407,207.9442,137.0429,141.0446,123.3743,9.7619
2019-07-01,237.0331,208.7378,137.5797,145.4634,122.441,9.6962
2019-07-02,238.0247,207.3195,136.9872,143.0023,122.894,9.6912
2019-07-03,238.776,208.7635,137.3022,143.5612,123.4049,9.5812
2019-07-04,239.1177,206.733,136.5266,143.1671,124.2267,9.6803
2019-07-05,241.9416,206.0763,136.4152,144.7284,124.9827,9.6632
2019-07-08,237.6078,208.5374,136.9155,145.5549,123.7161,9.6092
2019-07-09,236.5791,208.8775,136.954,144.9681,123.5484,9.5331
2019-07-10,237.0569,208.7472,137.0348,145.0464,123.2891,9.5425
2019-07-11,242.0252,208.1876,136.6382,144.4723,125.4867,9.5424
2019-07-12,243.6157,208.6052,136.7666,144.8508,126.5746,9.6966
2019-07-15,242.1232,209.0001,136.8295,144.9966,125.3874,9.66
2019-07-16,245.1473,209.8442,137.228,147.4609,124.489,9.7385
2019-07-17,243.2464,210.2123,137.4431,149.0393,124.8113,9.8341
2019-07-18,246.24,209.6158,137.2658,148.3574,125.6594,9.877
2019-07-19,247.5693,209.2584,137.1384,146.4991,128.4602,10.0646
2019-07-22,248.4971,208.7129,137.008,148.014,129.6312,10.0607
2019-07-23,247.6777,209.7732,137.1258,146.7992,130.0103,9.9293
2019-07-24,249.2418,207.7492,136.7741,147.2258,130.0605,10.0573
2019-07-25,250.9725,205.9711,136.2878,148.0963,131.5666,10.2771
2019-07-26,251.9083,205.6589,136.2728,148.8731,132.2203,10.256
2019-07-29,247.6591,206.6333,136.5129,149.2101,130.3063,10.2301
2019-07-30,249.4044,205.6723,136.405,149.2773,130.638,10.2521
2019-07-31,247.3294,203.1959,135.4996,147.9916,129.2719,10.3211
2019-08-01,249.0919,201.5437,134.9283,148.6598,131.4047,10.3808
2019-08-02,247.4621,201.9209,134.8991,148.6611,130.2738,10.5631
2019-08-05,246.9268,201.3045,134.7905,147.2837,131.4353,10.5044
2019-08-06,247.2596,201.7333,135.0463,147.6728,132.6253,10.5994
2019-08-07,249.3371,202.5586,134.9943,146.9757,133.4676,10.5185
2019-08-08,249.8882,202.1782,134.8506,145.4244,135.6485,10.6146
2019-08-09,250.1951,200.9606,134.6936,145.9387,135.4119,10.5252
2019-08-12,253.6284,199.6513,134.4218,146.1955,137.8184,10.645
2019-08-13,255.7149,199.1238,134.4856,144.0611,137.0316,10.5819
2019-08-14,256.5999,198.8044,134.1492,142.0387,137.0679,10.5737
2019-08-15,255.4195,199.1744,134.1808,142.2691,135.227,10.5994
2019-08-16,255.6051,198.0079,133.9572,144.7525,135.2358,10.6564
2019-08-19,253.5427,186.3391,131.5761,143.0938,131.2408,10.8973
2019-08-20,251.4297,184.5524,131.2631,142.4436,131.7482,10.9168
2019-08-21,250.2783,182.5657,130.7149,142.3182,130.0589,11.0203
2019-08-22,254.1146,182.3954,130.2579,141.6856,130.8955,11.0323
2019-08-23,252.8298,183.0071,130.2099,142.0801,128.3355,11.1296
2019-08-26,248.1752,183.761,130.2151,141.3282,126.5322,11.078
2019-08-27,249.6577,181.9222,129.6569,140.8906,126.5234,11.042
2019-08-28,249.688,181.4401,129.6851,139.4481,126.5914,11.0664
2019-08-29,247.7294,182.9607,130.0874,138.3816,126.4353,10.9583
2019-08-30,250.4038,182.7198,130.0265,137.5968,127.7953,10.9328
2019-09-02,249.1531,182.6185,129.8329,137.1789,128.111,10.8808
2019-09-03,255.3607,182.0029,129.5818,137.097,130.9351,11.1998
2019-09-04,261.4967,178.1484,128.675,134.1817,133.2088,11.2464
2019-09-05,263.2416,177.2356,128.4787,134.6351,134.6835,11.2182
2019-09-06,264.042,175.3313,128.0025,134.9508,132.5159,11.2343
2019-09-09,262.2539,175.6568,127.9917,135.5362,132.6365,11.1884
2019-09-10,263.3455,174.7236,127.5068,136.1198,131.8867,11.3055
2019-09-11,261.6649,173.6791,127.3917,136.5743,131.2067,11.3782
2019-09-12,259.9122,173.7813,127.3929,135.4694,130.922,11.4715
2019-09-13,259.7048,172.6338,127.1314,134.1286,130.5656,11.4498
2019-09-16,253.3078,173.5418,127.0619,133.5577,128.3543,11.4451
2019-09-17,252.6914,172.124,126.4885,133.9157,128.4214,11.5561
2019-09-18,251.7928,172.2045,126.4024,133.8849,128.8072,11.5823
2019-09-19,251.8158,171.498,125.9389,133.7584,127.8983,11.4927
2019-09-20,252.6565,171.0084,125.8463,133.0947,128.1193,11.5129
2019-09-23,251.3841,169.889,125.5574,134.0765,127.5356,11.3936
2019-09-24,251.4683,169.1558,125.4639,135.4845,128.3589,11.2971
2019-09-25,252.6199,169.8695,125.6351,136.5471,128.1113,11.4719
2019-09-26,251.4058,169.7634,125.6459,136.5929,127.9093,11.3374
2019-09-27,253.826,171.2109,125.9881,137.902,129.7586,11.3712
2019-09-30,243.3577,172.5309,126.3049,138.8724,125.3508,11.2552
2019-10-01,240.4993,170.7894,126.0265,138.8249,124.1437,11.2226
2019-10-02,245.656,168.7655,125.7636,140.4947,126.4097,11.691
2019-10-03,248.1313,167.8875,125.4622,140.7352,127.8037,11.6989
2019-10-04,245.9413,166.015,125.0968,139.9086,126.1796,11.612
2019-10-07,246.1764,167.0834,125.4748,139.7934,125.5823,11.4411
2019-10-08,250.1222,164.7086,124.885,138.5507,128.1008,11.4127
2019-10-09,252.6127,165.5325,125.1056,139.688,129.7589,11.416
2019-10-10,253.1975,166.5498,125.3009,140.2979,131.0359,11.4499
2019-10-11,253.6058,166.9833,125.4095,138.5991,134.8692,11.3771
2019-10-14,257.3457,165.2403,124.8349,138.0014,136.9101,11.5408
2019-10-15,257.8067,164.4427,124.6079,138.778,136.2432,11.6595
2019-10-16,255.4116,162.9635,124.4266,138.1669,134.4727,11.6577
2019-10-17,253.0534,164.4885,124.7552,137.361,131.475,11.6192
2019-10-18,253.8864,164.3144,124.8423,139.6418,131.7969,11.7098
2019-10-21,256.6021,163.0216,124.5511,141.4843,131.9787,11.8294
2019-10-22,257.4088,163.2259,124.6777,142.173,133.078,11.8259
2019-10-23,258.545,162.9524,124.7115,142.7571,133.5103,11.8427
2019-10-24,256.6175,163.1914,124.9076,143.4805,132.1018,11.5426
2019-10-25,256.6294,166.5234,125.7114,143.7549,132.3426,11.5504
2019-10-28,258.6164,166.5494,125.4889,144.6912,132.6089,11.685
2019-10-29,261.9576,166.8137,125.4896,145.4838,132.8666,11.8166
2019-10-30,262.0753,167.4659,125.6245,146.4331,132.9551,11.9058
2019-10-31,261.539,168.34,125.9313,146.8192,132.875,11.887
2019-11-01,264.1001,166.7427,126.0755,147.3373,134.0669,11.8125
2019-11-04,270.2872,164.3154,125.3969,147.1135,137.6998,11.9161
2019-11-05,269.9596,164.4051,125.4909,147.4494,137.7092,12.1501
2019-11-06,270.4042,164.8409,125.6305,148.2841,138.1644,12.2638
2019-11-07,266.6981,166.8907,126.2716,146.3401,136.927,12.1424
2019-11-08,268.8966,165.1276,125.8811,146.4396,139.4266,12.4034
2019-11-11,271.8896,166.6978,126.3877,147.9566,141.2821,12.2529
2019-11-12,275.4982,166.7763,126.2195,149.3091,142.8441,12.3623
2019-11-13,276.0572,167.5041,126.177,151.0001,143.6441,12.5334
2019-11-14,274.3849,166.8262,126.1496,149.5301,143.1477,12.6657
2019-11-15,276.3736,166.5898,125.3717,147.1575,144.5543,12.9277
2019-11-18,276.5374,168.1928,125.6986,148.4418,145.0027,12.9543
2019-11-19,276.5561,168.3643,125.9361,146.6565,145.7422,12.8222
2019-11-20,275.2189,168.7333,126.1026,146.9353,144.9782,12.6832
2019-11-21,278.4706,166.9936,125.5865,146.847,147.9865,12.6448
2019-11-22,280.7731,165.9173,125.3302,146.8626,148.2616,12.6455
2019-11-25,283.3765,165.8686,125.3364,148.1164,150.6616,12.6206
2019-11-26,284.3172,165.3064,124.9781,148.0104,152.3182,12.6316
2019-11-27,284.9622,164.7452,124.7844,148.4892,152.7725,12.5545
2019-11-28,286.5604,163.3808,124.4508,146.8462,152.1216,12.6022
2019-11-29,280.1382,163.6865,124.7052,148.0203,150.8442,12.3439
2019-12-02,279.9262,164.4251,124.8035,148.7078,150.4346,12.1475
2019-12-03,269.2233,167.2751,125.349,147.6268,143.8565,11.8299
2019-12-04,273.2644,166.5639,125.3404,145.7226,144.0825,11.9681
2019-12-05,272.4921,164.8427,125.0848,145.6631,142.2324,12.0065
2019-12-06,274.7784,164.6781,125.0562,147.4009,145.0814,12.0512
2019-12-09,273.118,165.1806,125.1045,147.4288,144.3882,12.1164
2019-12-10,271.6114,165.9128,125.3399,149.259,142.5494,12.0791
2019-12-11,274.0483,169.1437,126.2074,151.2694,145.0703,12.0724
2019-12-12,274.272,165.3759,125.2371,148.8668,143.5798,11.9318
2019-12-13,273.7327,165.1189,125.187,147.5558,143.0374,11.93
2019-12-16,277.442,170.1825,126.7078,148.849,146.4948,11.7836
2019-12-17,278.9762,170.3319,126.7976,149.2729,148.7215,11.7875
2019-12-18,281.1867,169.4688,126.5393,148.8614,149.2616,11.8855
2019-12-19,280.4248,170.696,126.8629,149.1242,148.6831,11.8219
2019-12-20,281.5222,172.1562,127.1808,150.5079,149.5536,11.9152
2019-12-23,280.6656,172.3091,126.8865,150.0772,147.7091,11.7952
2019-12-24,280.8424,173.1877,127.2501,151.2283,146.9586,11.8179
2019-12-25,282.4893,173.8776,127.5409,154.4395,148.8418,12.1609
2019-12-26,287.9812,173.6638,127.5044,155.2508,151.2479,12.4302
2019-12-27,287.7807,175.6106,127.925,155.1283,153.1986,12.4139
2019-12-30,288.2173,174.3986,127.4392,154.2643,152.8038,12.3203
2019-12-31,289.2676,174.6439,127.4524,154.5792,153.2464,12.2865
2020-01-01,293.4776,174.7521,127.507,155.4755,152.7734,12.2842
2020-01-02,294.2947,172.6853,126.9502,154.9586,152.22,12.5505
2020-01-03,297.4718,171.125,126.5906,153.7374,156.6797,12.826
2020-01-06,294.6784,170.2299,126.1203,152.1554,156.6252,13.2154
2020-01-07,294.2589,171.0537,126.2953,153.5772,157.2035,13.2203
2020-01-08,285.5814,172.3293,126.6403,153.5244,154.0454,12.9139
2020-01-09,286.1263,172.8709,126.849,153.0375,152.2358,12.8085
2020-01-10,283.6909,173.2529,126.9844,153.8378,152.0908,12.8318
2020-01-13,284.3128,173.8596,127.3178,154.2502,154.3537,12.8778
2020-01-14,285.8634,174.2727,127.4764,155.1343,155.0598,12.9974
2020-01-15,288.8009,174.5762,127.6277,155.9368,157.3471,13.2315
2020-01-16,285.1877,174.379,127.5458,156.1964,155.3958,13.1706
2020-01-17,287.2751,174.5715,127.4617,154.8423,157.5769,13.004
2020-01-20,288.9579,173.3956,127.1713,155.8259,158.3349,13.1598
2020-01-21,289.274,173.4916,127.2391,156.1849,158.8791,13.2711
2020-01-22,288.5452,172.525,126.7895,155.9336,159.3026,13.2991
2020-01-23,289.8411,172.4567,126.7095,156.3323,160.675,13.4015
2020-01-24,293.1785,171.0347,126.3821,157.5876,162.1627,13.3826
2020-01-27,294.7626,171.6821,126.6028,158.6741,161.6548,13.5104
2020-01-28,296.1487,170.6366,126.4556,159.3446,161.1402,13.6765
2020-01-29,292.8471,170.5342,126.3564,157.9852,162.0259,13.255
2020-01-30,292.2137,170.8062,126.4425,160.4218,162.2317,13.3541
2020-01-31,293.3641,170.5849,126.3153,160.1527,163.3009,13.3261
2020-02-03,294.1879,169.6067,126.122,159.6968,164.666,13.3921
2020-02-04,292.0096,170.4213,126.2178,158.6339,162.4609,13.1121
2020-02-05,296.8039,170.4715,126.3033,159.487,165.4749,13.1709
2020-02-06,295.1569,170.6819,126.3633,159.3539,164.5107,13.0334
2020-02-07,299.4392,169.6202,126.0041,160.4776,167.9799,12.7855
2020-02-10,308.0368,166.6263,125.4967,158.926,170.8316,12.9766
2020-02-11,310.095,169.0107,126.0221,159.0586,173.6482,12.9659
2020-02-12,307.6302,169.9556,126.4403,158.8956,169.4575,12.9641
2020-02-13,306.4936,166.7904,125.7833,154.4604,167.5647,12.8356
2020-02-14,313.0501,166.1873,125.6085,155.8396,170.1662,12.9966
2020-02-17,314.9206,164.1259,124.7989,153.8118,171.9738,13.059
2020-02-18,318.3597,164.3755,124.6977,153.9111,173.5798,13.0298
2020-02-19,317.6931,165.1731,124.8498,152.6499,172.861,13.075
2020-02-20,316.6435,165.0503,124.8769,156.6093,172.5918,13.2232
2020-02-21,316.2491,166.7827,125.1694,155.9238,172.3016,13.0572
2020-02-24,316.2282,167.6801,125.4093,156.8452,174.4541,13.1259
2020-02-25,318.1136,165.2921,124.6833,155.1147,174.4888,13.1338
2020-02-26,318.6921,165.5598,124.6757,154.184,174.2725,12.9991
2020-02-27,319.865,165.8172,124.7303,154.705,172.4487,13.0461
2020-02-28,317.0349,167.3432,125.2169,158.0232,170.4613,13.1253
2020-03-02,319.2537,167.9545,125.2769,160.3415,171.953,13.2288
2020-03-03,323.321,167.193,124.9966,161.6819,174.2651,13.3956
2020-03-04,321.0827,166.9449,124.7807,160.4634,173.0614,13.3413
2020-03-05,317.3523,166.7346,124.854,160.9114,171.959,13.5257
2020-03-06,317.3252,165.7357,124.7366,160.7377,172.8745,13.5889
2020-03-09,315.7503,166.963,125.1753,159.3979,173.706,13.4353
2020-03-10,314.7518,167.8629,125.3178,159.9178,174.3501,13.1994
2020-03-11,314.1468,167.2344,125.0602,159.2491,173.5985,13.2942
2020-03-12,317.9307,166.2203,124.7797,158.3245,175.6969,13.2176
2020-03-13,319.8577,166.5043,125.0767,161.2678,175.9917,13.3161
2020-03-16,320.0422,167.6911,125.3396,160.7608,177.3644,13.3965
2020-03-17,319.6324,167.4153,125.1693,160.8941,178.042,13.6826
2020-03-18,320.0558,167.5143,125.2379,160.1129,180.8224,13.7916
2020-03-19,322.5855,167.4808,125.4795,162.6964,182.2312,13.8751
2020-03-20,320.3378,165.5807,124.9179,162.334,181.8068,13.95
2020-03-23,320.1899,168.6548,125.673,162.0594,181.4032,13.9127
2020-03-24,318.2629,168.0688,125.5111,162.0799,180.8363,13.9089
2020-03-25,320.2674,168.794,125.608,161.4074,181.5683,13.7731
2020-03-26,318.762,170.7513,126.1966,162.3672,182.971,13.9334
2020-03-27,320.5723,170.3614,126.1618,161.2399,181.6877,13.8247
2020-03-30,327.7436,169.8751,126.0403,161.0203,186.1094,14.2299
2020-03-31,328.6072,169.8014,125.7972,160.9042,184.9926,14.2203
2020-04-01,329.3345,170.1263,125.8461,161.1614,183.6544,14.1401
2020-04-02,323.5941,171.3405,126.1911,161.1596,180.5696,14.007
2020-04-03,317.1023,169.878,125.8795,159.2173,176.5802,13.9859
2020-04-06,318.5027,168.8916,125.8484,160.9244,176.338,14.06
2020-04-07,318.7501,167.9658,125.5651,161.6526,174.7829,14.1624
2020-04-08,314.6974,168.111,125.6176,160.8511,172.2292,14.0579
2020-04-09,314.0857,168.1945,125.5586,161.273,168.8867,13.9968
2020-04-10,315.1364,166.2948,125.1085,158.856,169.3844,13.8052
2020-04-13,314.0622,165.7947,124.9437,159.1836,168.8198,13.9523
2020-04-14,310.62,166.8186,125.0802,158.4005,168.9458,13.9612
2020-04-15,313.1341,167.3107,125.2918,163.4309,170.8629,13.9531
2020-04-16,311.2724,168.6139,125.6583,163.2414,169.4978,14.0536
2020-04-17,312.4499,168.7599,125.81,164.7036,169.7285,14.2723
2020-04-20,313.8669,171.8157,126.6879,165.0465,171.9098,14.2918
2020-04-21,317.6162,170.1402,126.3372,164.5737,172.5095,14.2651
2020-04-22,321.5174,169.837,126.5121,165.0066,176.9584,14.4584
2020-04-23,326.5677,167.7333,125.9677,165.6891,178.9286,14.6964
2020-04-24,330.7646,165.435,125.4434,165.0236,181.4676,14.7937
2020-04-27,330.6062,165.0771,125.2676,163.1424,182.0991,14.8349
2020-04-28,338.3444,163.3192,124.8016,162.6455,184.9938,14.9246
2020-04-29,334.618,164.6678,125.1713,162.0889,184.4725,14.7334
2020-04-30,330.3671,165.0286,125.2345,163.1429,180.4385,14.7484
2020-05-01,338.3767,165.1831,125.2617,164.0164,185.3073,15.0415
2020-05-04,342.8957,164.5528,125.1405,165.4244,186.8566,15.1734
2020-05-05,340.4048,164.539,125.0308,167.8128,186.7729,15.2872
2020-05-06,341.6292,164.6652,125.1065,168.829,183.3144,15.1673
2020-05-07,342.2654,165.5902,125.3813,170.2475,186.1833,15.246
2020-05-08,344.7203,164.6713,125.233,169.5618,185.6373,15.519
2020-05-11,347.3346,164.1929,125.0677,169.3107,187.2824,15.5551
2020-05-12,356.9321,162.9681,124.8643,168.6777,190.1989,15.6521
2020-05-13,356.6165,160.8422,124.3176,170.7214,190.9163,15.8007
2020-05-14,359.3523,160.7507,124.5763,168.5859,191.4146,15.8663
2020-05-15,361.7293,159.4287,124.2291,170.3573,195.1243,15.8131
2020-05-18,363.3746,161.1274,124.6234,172.1772,196.3231,15.8999
2020-05-19,367.0892,160.6718,124.3717,173.0445,196.0955,16.0302
2020-05-20,365.2824,160.2512,124.3036,172.9258,195.8885,16.0604
2020-05-21,370.8707,159.9267,124.1054,173.7331,200.4625,16.2506
2020-05-22,357.9815,162.0718,124.6684,173.3706,195.172,15.9966
2020-05-25,356.9664,161.314,124.4753,175.4973,193.5111,16.1338
2020-05-26,362.6732,160.8111,124.6846,172.7205,195.7922,16.2619
2020-05-27,363.9807,160.0087,124.2789,170.7807,196.093,16.7821
2020-05-28,364.836,160.189,124.3339,171.2859,197.9273,16.8249
2020-05-29,362.075,160.1196,124.3178,169.5182,197.6206,17.3452
